"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003176","GO:0003176","aortic valve development","13/1610","45/18860",0.288888888888889,3.38412698412698,4.89171613770917,6.60530587889916e-05,0.00117979662724593,0.000907477403164105,"TNFRSF1B/ELN/TIE1/TGFB1/GATA3/BMP2/DLL4/GATA5/NFATC1/HEY2/EMILIN1/NOTCH1/NOS3",13
"GO:0042417","GO:0042417","dopamine metabolic process","13/1610","45/18860",0.288888888888889,3.38412698412698,4.89171613770917,6.60530587889916e-05,0.00117979662724593,0.000907477403164105,"MOXD1/TGFB2/SLC1A1/PDE1B/DBH/NR4A2/ITGB2/CHRNB2/TACR3/ITGAM/GPR37/TH/MAOA",13
"GO:0002534","GO:0002534","cytokine production involved in inflammatory response","21/1610","98/18860",0.214285714285714,2.51020408163265,4.57917066904295,6.62204436695128e-05,0.00117979662724593,0.000907477403164105,"ALOX5/TREM2/NFKBIA/MEFV/PYCARD/IL1R2/ADCY7/ZFP36/EPHB2/GBP5/CCR1/CGAS/PLD4/NOD2/NLRC3/TLR6/PER1/LILRB4/MIR26A1/GPSM3/TNF",21
"GO:1900015","GO:1900015","regulation of cytokine production involved in inflammatory response","21/1610","98/18860",0.214285714285714,2.51020408163265,4.57917066904295,6.62204436695128e-05,0.00117979662724593,0.000907477403164105,"ALOX5/TREM2/NFKBIA/MEFV/PYCARD/IL1R2/ADCY7/ZFP36/EPHB2/GBP5/CCR1/CGAS/PLD4/NOD2/NLRC3/TLR6/PER1/LILRB4/MIR26A1/GPSM3/TNF",21
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","27/1610","143/18860",0.188811188811189,2.21178821178821,4.44379832078081,6.94534767983887e-05,0.00122546145652462,0.000942601932030149,"RUNX3/IL12RB1/RELB/JAK3/GATA3/CD69/IFNG/CD86/ZAP70/SASH3/LY9/NCKAP1L/IRF1/HLX/IRF4/GPR65/IL2RG/EOMES/ICOS/SLC4A2/LGALS9/ZNF683/FUT7/KLHL25/LILRB4/ADA/SPN",27
"GO:0010324","GO:0010324","membrane invagination","16/1610","64/18860",0.25,2.92857142857143,4.72139913214246,6.96406667897364e-05,0.00122546145652462,0.000942601932030149,"MARCO/ABCA7/TREM2/SH3BP1/BIN2/HAVCR1/NCKAP1L/C3/MEGF10/FCGR1A/FCER1G/ITGB2/CD300A/ITGAM/AURKB/GATA2",16
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","16/1610","64/18860",0.25,2.92857142857143,4.72139913214246,6.96406667897364e-05,0.00122546145652462,0.000942601932030149,"CX3CL1/LTF/SPI1/SCARB1/NFKBIA/HCK/LY86/CD180/IRAK2/SCIMP/NOS3/PTAFR/CD14/LILRA2/LYN/TIFAB",16
"GO:0045058","GO:0045058","T cell selection","16/1610","64/18860",0.25,2.92857142857143,4.72139913214246,6.96406667897364e-05,0.00122546145652462,0.000942601932030149,"PTPRC/IL12RB1/JAK3/GATA3/CD69/ZAP70/LY9/DOCK2/IRF4/CD1D/CD3G/CD3D/JAG2/SPN/CARD11/CD3E",16
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","38/1610","232/18860",0.163793103448276,1.91871921182266,4.30151453376294,7.25872447902216e-05,0.00127339402747018,0.000979470765186749,"CASP10/CX3CL1/BTK/LTF/MAVS/PYCARD/TGFB1/TNFSF11/TNFRSF10B/TNFSF10/IL1B/TNFSF14/BST2/IRAK2/HTR2B/SECTM1/ECM1/SLC35B2/S100B/S100A12/SHISA5/ILK/GPRC5B/NOD2/TMC8/CX3CR1/LGALS9/TLR6/LITAF/TLR7/FLNA/CARD11/LTA/LTB/TNF/UBE2V1/TIFAB/IKBKE",38
"GO:0002218","GO:0002218","activation of innate immune response","53/1610","362/18860",0.146408839779006,1.71507498026835,4.19682827378087,7.44241853289119e-05,0.00130050711437568,0.00100032564231435,"TRAF3IP3/BTK/TYROBP/LTF/MATR3/FCN1/MAVS/OAS1/TREM2/NFKBIA/HCK/RNF125/MEFV/PYCARD/GSDMD/TASL/AARS2/IRF1/FFAR2/NR1D1/GPS2/IRAK2/HAVCR2/IRF4/TRIM65/FCN3/REG3G/OGT/GBP5/SCIMP/CTSS/CGAS/NOD2/CD300A/NLRC3/CD14/TLR10/TLR1/TLR6/FOSL1/AURKB/IRF7/CD300LF/TLR7/HSPA1B/LGR4/TNF/LILRA4/LILRA2/LYN/TIFAB/IKBKE/RAB7B",53
"GO:1990266","GO:1990266","neutrophil migration","22/1610","106/18860",0.207547169811321,2.43126684636119,4.51444438148158,7.45875736169299e-05,0.00130050711437568,0.00100032564231435,"CX3CL1/TGFB2/PIK3CG/MDK/CSF3R/NCKAP1L/PREX1/IL1B/RAC2/VAV1/XCL1/ADAM8/FCER1G/ITGB2/JAML/S100A12/PPBP/PIK3CD/C3AR1/SAA1/FUT7/CCL3",22
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","26/1610","136/18860",0.191176470588235,2.23949579831933,4.43193023598099,7.56380084687395e-05,0.00131481389189277,0.00101133014682727,"CX3CL1/PTPRC/BAX/CORO1A/TGFB1/PDE4D/APLNR/HTR2B/TRPM2/XCL1/TRPC1/UBASH3B/CCR5/GP9/CD19/GP5/LCK/GP1BA/CXCR3/FLNA/RYR3/DMD/LIME1/LYN/ITGB3/CCL3",26
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","11/1610","34/18860",0.323529411764706,3.78991596638655,4.9742690543882,7.65395829514584e-05,0.00132358955669515,0.00101808022334214,"SLC11A1/IL12RB1/IL27RA/JAK3/CCR2/IL1B/HAVCR2/HLX/XCL1/LGALS9/ARID5A",11
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","15/1610","58/18860",0.258620689655172,3.02955665024631,4.7292347196465,7.66057253481541e-05,0.00132358955669515,0.00101808022334214,"LILRB1/JAK3/CD27/TSC22D3/FCER1G/CCR5/NOD2/AXL/AURKB/HCLS1/IRF7/PDCD1/HSH2D/ADA/CCL5",15
"GO:0002347","GO:0002347","response to tumor cell","14/1610","52/18860",0.269230769230769,3.15384615384615,4.75141277865959,8.21003723181521e-05,0.00141000609395649,0.00108455020046644,"SPI1/GZMB/IL4I1/TGFB1/NKG7/ABI3/HRG/TNFRSF10B/HAVCR2/ADAM15/NOTCH1/LAPTM5/PRF1/PDCD1",14
"GO:2000404","GO:2000404","regulation of T cell migration","14/1610","52/18860",0.269230769230769,3.15384615384615,4.75141277865959,8.21003723181521e-05,0.00141000609395649,0.00108455020046644,"CORO1A/PYCARD/IL27RA/CD69/ITGA4/CCR2/TNFSF14/XCL1/ECM1/ADAM8/LGALS9/SPN/ITGB3/CCL5",14
"GO:0008016","GO:0008016","regulation of heart contraction","37/1610","225/18860",0.164444444444444,1.92634920634921,4.2705028186172,8.24477415994541e-05,0.00141173243774634,0.00108587807168017,"CACNA1G/KCNH2/ATP2A3/TGFB2/CHGA/DMPK/PIK3CG/SLC1A1/NMU/PDE4D/SLC4A3/RGS2/TNNI3K/RGS4/KCNJ5/HEY2/TRPC1/ADM/KCNE4/CACNA1D/ADORA1/NOS3/TACR3/GAA/HSPB7/DES/KCNE5/SCN4B/TH/GJC1/KCND2/ADA/FLNA/DMD/MIR26A1/TNF/GJA5",37
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","36/1610","217/18860",0.165898617511521,1.94338380513496,4.2701005555423,8.49716443050397e-05,0.00145060547397171,0.00111577848091362,"FGR/CX3CL1/LTK/MYDGF/TGFB2/TREM2/MAZ/TGFB1/PIK3CG/ENG/GATA3/UNC5B/FN1/IGFBP5/TNFSF11/IL1B/HCST/PDGFRA/PRR5L/SPRY2/EGF/PIK3R5/VAV1/ADAM8/KIT/RYK/MST1R/AXL/CX3CR1/CD19/ERBB4/HCLS1/CSF1R/TNF/CCL5/CCL3",36
"GO:0031649","GO:0031649","heat generation","8/1610","19/18860",0.421052631578947,4.93233082706767,5.23905059000331,8.88268967192113e-05,0.00150742143126756,0.00115948024797621,"PTGER3/NMU/TNFSF11/IL1B/SLC27A1/ADRB2/ADRB3/TNF",8
"GO:0033003","GO:0033003","regulation of mast cell activation","8/1610","19/18860",0.421052631578947,4.93233082706767,5.23905059000331,8.88268967192113e-05,0.00150742143126756,0.00115948024797621,"CD84/HAVCR1/NR4A3/CD300A/CD300LF/CNR2/LYN/MILR1",8
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","34/1610","201/18860",0.169154228855721,1.98152096659559,4.27396681783799,8.92485917545037e-05,0.00151009673444972,0.00116153804092828,"CX3CL1/MARCO/CD44/ABCA7/PTPRC/ICAM1/TREM2/NECAB2/PYCARD/PRKD2/TGFB1/ACTA2/TNFSF11/GLIPR2/IL1B/BMP2/PDGFRA/HAVCR2/HTR2B/SPRY2/SEMA7A/NOTCH1/SHC1/SCIMP/CCR1/NOD2/LGALS9/ERBB4/GPBAR1/CSF1R/ALKAL2/TNF/ITGB3/CCL3",34
"GO:0009713","GO:0009713","catechol-containing compound biosynthetic process","9/1610","24/18860",0.375,4.39285714285714,5.08106291496595,9.42443397160694e-05,0.00158059641887449,0.00121576507384922,"MOXD1/TGFB2/GATA3/DBH/KL/NR4A2/GPR37/PAH/TH",9
"GO:0042423","GO:0042423","catecholamine biosynthetic process","9/1610","24/18860",0.375,4.39285714285714,5.08106291496595,9.42443397160694e-05,0.00158059641887449,0.00121576507384922,"MOXD1/TGFB2/GATA3/DBH/KL/NR4A2/GPR37/PAH/TH",9
"GO:0046641","GO:0046641","positive regulation of alpha-beta T cell proliferation","9/1610","24/18860",0.375,4.39285714285714,5.08106291496595,9.42443397160694e-05,0.00158059641887449,0.00121576507384922,"PTPRC/RASAL3/EBI3/ZAP70/CCR2/XCL1/LGALS9/CARD11/CD3E",9
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","26/1610","138/18860",0.188405797101449,2.20703933747412,4.34772999352896,9.73894473604658e-05,0.00162856798086112,0.00125266389818217,"RUNX3/IL12RB1/RELB/NKG7/JAK3/GATA3/CD69/IFNG/CD86/CBLB/SASH3/LY9/NCKAP1L/HLX/IRF4/GPR65/XCL1/IL2RG/ICOS/LGALS9/LGALS9C/FUT7/KLHL25/SPN/CARD11/CD3E",26
"GO:0003012","GO:0003012","muscle system process","66/1610","485/18860",0.136082474226804,1.59410898379971,4.0494965526557,0.000102751105745082,0.00170503194562851,0.00131147854350348,"CD38/CACNA1G/TBXA2R/SCN4A/TNFRSF1B/PTGER3/KCNH2/CHGA/ASB2/PABPN1/DMPK/TNNT1/COMP/PIK3CG/ACTA2/P2RX1/NMU/PDE4D/IGFBP5/ERRFI1/RGS2/TNNI3K/RGS4/CHRNB4/NR4A3/KCNJ5/IL1B/GATA5/MYBPH/APLNR/TBX3/HEY2/HTR2B/GATA6/DOCK5/NOTCH1/KCNE4/SCN3A/CACNA1D/KIT/CHRNB2/ADORA1/KLF15/NOS3/CA3/ANKRD2/JSRP1/ADRB2/TACR3/GAA/NMUR1/GATM/MYOZ2/DES/KCNE5/SPHK1/SCN4B/GJC1/KCND2/ADA/FLNA/RYR3/DMD/TNF/TIFAB/GJA5",66
"GO:0050856","GO:0050856","regulation of T cell receptor signaling pathway","14/1610","53/18860",0.264150943396226,3.09433962264151,4.66447747593972,0.000102891884500293,0.00170503194562851,0.00131147854350348,"PTPRC/CSK/KCNN4/PRKD2/CBLB/DGKZ/LAPTM5/TRAT1/CD300A/LCK/SH2D1A/LILRB4/ADA/CARD11",14
"GO:0061081","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","11/1610","35/18860",0.314285714285714,3.68163265306122,4.85113693160995,0.000103064195458798,0.00170503194562851,0.00131147854350348,"MAVS/PYCARD/LILRB1/NR4A3/SEMA7A/KIT/FCER1G/SPON2/LAPTM5/GPRC5B/TLR7",11
"GO:0006816","GO:0006816","calcium ion transport","61/1610","439/18860",0.138952164009112,1.62772534982102,4.06558499458373,0.000103176959965728,0.00170503194562851,0.00131147854350348,"CX3CL1/CACNA1G/BAK1/HOMER3/MCOLN3/CD84/CAMK2A/ATP2A3/PTPRC/P2RX5/BAX/CORO1A/KCNN4/LILRB1/TGFB1/PIK3CG/P2RX1/CCL8/CYP27B1/PDE4D/RGS4/LILRB2/APLNR/HTR2B/CALHM2/EGF/TRPM2/XCL1/TRPC1/UBASH3B/MS4A1/CACNA1D/CACHD1/CHRNB2/CCR5/ORAI2/CCR1/NOS3/GP9/IL16/CATSPER1/UCP2/CD19/GPR35/GP5/LCK/GP1BA/CXCR3/LILRA5/TRPV2/FLNA/RYR3/DMD/LIME1/LILRA2/LYN/ITGB3/CCL5/CCL4/ORAI1/CCL3",61
"GO:1901224","GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","16/1610","66/18860",0.242424242424242,2.83982683982684,4.57421975560487,0.000103581186789611,0.00170503194562851,0.00131147854350348,"TREM2/PYCARD/CD86/TNFSF11/IL1B/TNFSF14/HAVCR2/CD27/NLRP12/LAPTM5/NOD2/LGALS9/SPHK1/TCIM/PTP4A3/TNF",16
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","30/1610","170/18860",0.176470588235294,2.0672268907563,4.27025970256151,0.000103750851036671,0.00170503194562851,0.00131147854350348,"TACC3/NDE1/WDR62/TPX2/BIRC5/KIF4A/EFHC1/MISP/MYBL2/ARHGEF10/CENPA/CDC20/FAM110A/CDCA8/SPRY2/NUSAP1/KIF23/ANKRD53/SPC25/KIF15/POC1A/ILK/PLK1/PKHD1/AURKB/RCC1/FLNA/HSPA1B/KIFC1/UHRF1",30
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","21/1610","101/18860",0.207920792079208,2.43564356435644,4.41957178377722,0.00010483829830336,0.00171796626933214,0.00132142738232467,"TYROBP/SPI1/PTPRC/ICAM1/IL12RB1/LILRB1/TGFB1/NCKAP1L/ULBP3/HAVCR2/VAV1/XCL1/CD1D/CD1C/CX3CR1/INPP5D/LGALS9/ITGAM/TIGIT/SH2D1A/NCR3",21
"GO:0050871","GO:0050871","positive regulation of B cell activation","19/1610","87/18860",0.218390804597701,2.55829228243021,4.45060882346098,0.000110949370633943,0.00181291271615863,0.00139445840565188,"CD38/BTK/SPI1/PTPRC/NFATC2/TNFSF13B/TGFB1/SASH3/NCKAP1L/EPHB2/CD27/IL2RG/MMP14/CHRNB2/NOD2/INPP5D/TNFRSF4/ADA/CARD11",19
"GO:1901222","GO:1901222","regulation of non-canonical NF-kappaB signal transduction","22/1610","109/18860",0.201834862385321,2.36435124508519,4.36420298673301,0.000115259437425022,0.00187797356875697,0.00144450199130054,"HDAC7/SPI1/TREM2/RASSF2/PYCARD/CD86/TNFSF11/IL1B/TNFSF14/HAVCR2/CD27/NLRP12/LAPTM5/NOD2/NLRC3/LGALS9/SPHK1/TCIM/PTP4A3/LITAF/LIME1/TNF",22
"GO:0002883","GO:0002883","regulation of hypersensitivity","6/1610","11/18860",0.545454545454545,6.38961038961039,5.46244749379911,0.000121556192545212,0.00195278527234958,0.00150204574836397,"BTK/C3/FCGR1A/FCER1G/FUT7/SPN",6
"GO:0002887","GO:0002887","negative regulation of myeloid leukocyte mediated immunity","6/1610","11/18860",0.545454545454545,6.38961038961039,5.46244749379911,0.000121556192545212,0.00195278527234958,0.00150204574836397,"CD84/SPI1/CCR2/CD300A/CX3CR1/LGALS9",6
"GO:0031652","GO:0031652","positive regulation of heat generation","6/1610","11/18860",0.545454545454545,6.38961038961039,5.46244749379911,0.000121556192545212,0.00195278527234958,0.00150204574836397,"PTGER3/NMU/TNFSF11/IL1B/SLC27A1/TNF",6
"GO:0046645","GO:0046645","positive regulation of gamma-delta T cell activation","6/1610","11/18860",0.545454545454545,6.38961038961039,5.46244749379911,0.000121556192545212,0.00195278527234958,0.00150204574836397,"PTPRC/LILRB1/NCKAP1L/SOX4/NOD2/LCK",6
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","21/1610","102/18860",0.205882352941176,2.41176470588235,4.36764024437574,0.000121558236921918,0.00195278527234958,0.00150204574836397,"CX3CL1/BAK1/CAMK2A/P2RX5/BAX/P2RX1/APLNR/XCL1/TRPC1/MS4A1/CACNA1D/CCR1/CD19/CXCR3/LILRA5/TRPV2/LILRA2/CCL5/CCL4/ORAI1/CCL3",21
"GO:0051208","GO:0051208","sequestering of calcium ion","26/1610","140/18860",0.185714285714286,2.17551020408163,4.2649625063456,0.000124570845135622,0.00199557608776085,0.00153495963975163,"CX3CL1/PTPRC/BAX/CORO1A/TGFB1/PDE4D/APLNR/HTR2B/TRPM2/XCL1/TRPC1/UBASH3B/CCR5/GP9/CD19/GP5/LCK/GP1BA/CXCR3/FLNA/RYR3/DMD/LIME1/LYN/ITGB3/CCL3",26
"GO:0002548","GO:0002548","monocyte chemotaxis","14/1610","54/18860",0.259259259259259,3.03703703703704,4.57957639240572,0.000128102795273996,0.00204642426305024,0.0015740711009998,"CCL26/CTSG/DUSP1/TNFSF11/CCR2/PLA2G7/NBL1/MICOS10-NBL1/S100A12/CCR1/CX3CR1/LYN/CCL5/CCL3",14
"GO:0030218","GO:0030218","erythrocyte differentiation","28/1610","156/18860",0.179487179487179,2.1025641025641,4.22451269353341,0.000128877037781239,0.00205305788042034,0.00157917355486819,"SPI1/HBQ1/GATA1/GATA3/SH2B3/NCKAP1L/ZFP36/RAC2/GLUL/KIT/ALAS2/TAL1/TRIM58/YPEL4/EPB42/INPP5D/GATA2/HCLS1/IKZF1/HBA2/L3MBTL3/HSPA1B/MPIG6B/HBA1/HBM/HBD/HBB/LYN",28
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","19/1610","88/18860",0.215909090909091,2.52922077922078,4.39272456246936,0.00013033507375491,0.00207051746334537,0.00159260313807535,"BTK/TASL/IRF1/GPS2/IRAK2/IRF4/REG3G/SCIMP/CTSS/CD300A/TLR10/TLR1/TLR6/FOSL1/IRF7/CD300LF/TLR7/LGR4/TIFAB",19
"GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","9/1610","25/18860",0.36,4.21714285714286,4.91739682859732,0.000136147120334909,0.00212986327412651,0.00163825082091545,"FGR/HCK/FCER2/LIMK1/IFNG/MYO1G/VAV1/PLA2G6/LYN",9
"GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","9/1610","25/18860",0.36,4.21714285714286,4.91739682859732,0.000136147120334909,0.00212986327412651,0.00163825082091545,"FGR/HCK/FCER2/LIMK1/IFNG/MYO1G/VAV1/PLA2G6/LYN",9
"GO:0043549","GO:0043549","regulation of kinase activity","40/1610","256/18860",0.15625,1.83035714285714,4.08657488566617,0.000136888369253309,0.00212986327412651,0.00163825082091545,"FGR/TENM1/LTF/MVP/PTPRC/TPX2/TFAP4/CLSPN/CDC6/CDKN3/PTK6/TRIB3/RASSF2/PYCARD/PIK3CG/IFNG/NEDD9/ERRFI1/GADD45A/KIF14/DUSP1/TNFRSF10B/PKMYT1/NLRC5/PIK3R5/S100A12/SPDYA/MST1R/GPRC5B/CD300A/MAP4K2/TLR6/TCIM/CSF1R/TSPYL2/LILRA5/SERTAD1/ELANE/TNF/LYN",40
"GO:0002523","GO:0002523","leukocyte migration involved in inflammatory response","8/1610","20/18860",0.4,4.68571428571429,5.03818294151158,0.000136990561462696,0.00212986327412651,0.00163825082091545,"CX3CL1/ALOX5/MDK/FFAR2/ADAM8/ITGB2/FUT7/ELANE",8
"GO:0070230","GO:0070230","positive regulation of lymphocyte apoptotic process","8/1610","20/18860",0.4,4.68571428571429,5.03818294151158,0.000136990561462696,0.00212986327412651,0.00163825082091545,"BAX/TGFB2/BBC3/TP53/ADAM8/LGALS9/PDCD1/CCL5",8
"GO:0045577","GO:0045577","regulation of B cell differentiation","11/1610","36/18860",0.305555555555556,3.57936507936508,4.73244775025642,0.000137044443271389,0.00212986327412651,0.00163825082091545,"BTK/SPI1/IL4I1/NCKAP1L/CD27/IL2RG/MMP14/IKZF3/INPP5D/CARD11/NFAM1",11
"GO:0031641","GO:0031641","regulation of myelination","13/1610","48/18860",0.270833333333333,3.17261904761905,4.60430871433583,0.000137050128497737,0.00212986327412651,0.00163825082091545,"TYMP/TNFRSF1B/RARB/CST7/PTPRZ1/KIF14/MYRF/ITGAX/TNFRSF21/S100B/RARG/NCMAP/TNF",13
"GO:0042119","GO:0042119","neutrophil activation","13/1610","48/18860",0.270833333333333,3.17261904761905,4.60430871433583,0.000137050128497737,0.00212986327412651,0.00163825082091545,"TYROBP/SPI1/CTSG/PREX1/PRAM1/FCER1G/ITGB2/CD300A/ITGAM/IL16/TNF/LILRA2/CCL5",13
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","15/1610","61/18860",0.245901639344262,2.88056206088993,4.49430904098651,0.000142321977061836,0.00219983618058551,0.00169207266612066,"CD44/PTPRC/ITGA4/CD2/IL1B/LILRB2/IL1RN/ITGAX/CD1D/ITGB2/ITGA5/ITGAM/LCK/TNF/ITGB3",15
"GO:0043030","GO:0043030","regulation of macrophage activation","15/1610","61/18860",0.245901639344262,2.88056206088993,4.49430904098651,0.000142321977061836,0.00219983618058551,0.00169207266612066,"CX3CL1/FAM76B/CST7/PTPRC/TREM2/NR1D1/LDLR/SYT11/HAVCR2/CALHM2/VSIG4/TLR6/SPHK1/TAFA3/CCL3",15
"GO:0045670","GO:0045670","regulation of osteoclast differentiation","17/1610","75/18860",0.226666666666667,2.6552380952381,4.3879656949282,0.000155302226441105,0.00239399847174307,0.00184141865313485,"TYROBP/LTF/TREM2/RASSF2/LILRB1/IFNG/NEDD9/TNFSF11/UBASH3B/CCR1/INPP5D/FOS/CSF1/LILRB4/LILRB3/TNF/CCL3",17
"GO:0042088","GO:0042088","T-helper 1 type immune response","14/1610","55/18860",0.254545454545455,2.98181818181818,4.49662015619681,0.000158489449012469,0.00243656225511373,0.00187415791574167,"SLC11A1/IL12RB1/RELB/IL27RA/EBI3/JAK3/CCR2/IL1B/HAVCR2/HLX/XCL1/LGALS9/ARID5A/SPN",14
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","23/1610","119/18860",0.19327731092437,2.2641056422569,4.22608461916032,0.000161827688793516,0.00248121327670273,0.00190850264277721,"TENM1/LTF/TFAP4/CDC6/CDKN3/TRIB3/PYCARD/PIK3CG/IFNG/GADD45A/DUSP1/PKMYT1/PIK3R5/S100A12/MST1R/CD300A/MAP4K2/TLR6/TCIM/SERTAD1/ELANE/TNF/LYN",23
"GO:0002507","GO:0002507","tolerance induction","10/1610","31/18860",0.32258064516129,3.77880184331797,4.73045064947894,0.000166574236458223,0.00254716058370208,0.00195922807249906,"TGFB1/CBLB/LILRB2/HAVCR2/ICOS/LGALS9/LILRB4/PDCD1/CD3E/LYN",10
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","13/1610","49/18860",0.26530612244898,3.10787172011662,4.51350568819269,0.000172107078848877,0.00261082329956691,0.00200819623763634,"FGR/BTK/TREM2/HCK/C3/RHBDF2/FCGR1A/FCER1G/FUT7/SPN/LTA/TNF/LYN",13
"GO:0071526","GO:0071526","semaphorin-plexin signaling pathway","13/1610","49/18860",0.26530612244898,3.10787172011662,4.51350568819269,0.000172107078848877,0.00261082329956691,0.00200819623763634,"SEMA3F/TYROBP/SEMA4G/TREM2/SH3BP1/ECE1/SEMA4F/SEMA6D/SEMA7A/NCAM1/SEMA6B/SEMA4C/FLNA",13
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","13/1610","49/18860",0.26530612244898,3.10787172011662,4.51350568819269,0.000172107078848877,0.00261082329956691,0.00200819623763634,"IL12RB1/IFNG/CD86/SASH3/NCKAP1L/HLX/GPR65/XCL1/IL2RG/LGALS9/KLHL25/CARD11/CD3E",13
"GO:0034101","GO:0034101","erythrocyte homeostasis","29/1610","167/18860",0.173652694610778,2.03421727972626,4.10117442887962,0.000179211807506949,0.00270956001170945,0.00208414266184441,"SPI1/HBQ1/GATA1/GATA3/SH2B3/NCKAP1L/ZFP36/RAC2/GLUL/KIT/ALAS2/TAL1/TRIM58/YPEL4/EPB42/AXL/INPP5D/GATA2/HCLS1/IKZF1/HBA2/L3MBTL3/HSPA1B/MPIG6B/HBA1/HBM/HBD/HBB/LYN",29
"GO:0006910","GO:0006910","phagocytosis, recognition","11/1610","37/18860",0.297297297297297,3.48262548262548,4.61790897679897,0.000180097402808698,0.00270956001170945,0.00208414266184441,"SCARB1/FCN1/TREM2/C3/CFP/FCN3/MEGF10/FCGR1A/COLEC12/SPON2/C2",11
"GO:2000406","GO:2000406","positive regulation of T cell migration","11/1610","37/18860",0.297297297297297,3.48262548262548,4.61790897679897,0.000180097402808698,0.00270956001170945,0.00208414266184441,"CORO1A/PYCARD/ITGA4/CCR2/TNFSF14/XCL1/ADAM8/LGALS9/SPN/ITGB3/CCL5",11
"GO:0070232","GO:0070232","regulation of T cell apoptotic process","12/1610","43/18860",0.27906976744186,3.26910299003322,4.55083366343257,0.000180510992212152,0.00270956001170945,0.00208414266184441,"TGFB2/PRKD2/BBC3/JAK3/CD27/TP53/ADAM8/TSC22D3/LGALS9/PDCD1/ADA/CCL5",12
"GO:0032970","GO:0032970","regulation of actin filament-based process","56/1610","402/18860",0.139303482587065,1.6318407960199,3.9120652317331,0.000182265693657405,0.00272873691630025,0.00209889317661696,"CX3CL1/CCL26/TENM1/WAS/ELN/CNN2/FSCN1/TGFB2/PPM1F/SH3BP1/ASB2/HCK/CORO1A/PYCARD/ARHGEF10/TGFB1/CCL24/LIMK1/ACTA2/NEDD9/PDE4D/HRG/PLEK/RND3/RGS4/NCKAP1L/PREX1/CDC42EP1/RAC2/BST2/PDGFRA/AVIL/FHOD1/VILL/RHOF/GPR65/TRPM2/ARHGEF19/PLEKHH2/GRHL3/ANKRD23/ADORA1/SLC4A2/RND1/RHOG/HCLS1/CSF1R/NF2/C15orf62/FLNA/SIGLEC15/S100A10/ARHGEF15/ARPIN/ITGB3/GJA5",56
"GO:0090307","GO:0090307","mitotic spindle assembly","17/1610","76/18860",0.223684210526316,2.6203007518797,4.32400421326452,0.000184354156786401,0.00275279744820216,0.00211740008577813,"TPX2/BIRC5/KIF4A/MISP/MYBL2/ARHGEF10/CDC20/CDCA8/KIF23/KIF15/PLK1/AURKB/RCC1/FLNA/HSPA1B/KIFC1/UHRF1",17
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","21/1610","105/18860",0.2,2.34285714285714,4.21544713659776,0.000186718447322208,0.00276124924466177,0.00212390104884761,"DLL3/TGFB2/MFNG/NFKBIA/NEURL1/DLL4/GATA5/DTX1/HEY2/NOTCH1/MMP14/KIT/NOS3/NOD2/ENHO/EGFL7/TCIM/GATA2/SLC35C1/JAG2/DLL1",21
"GO:0010273","GO:0010273","detoxification of copper ion","7/1610","16/18860",0.4375,5.125,5.04283914053635,0.00018691426109859,0.00276124924466177,0.00212390104884761,"MT1G/MT1E/MT1X/MT1H/MT1A/MT1M/MT1HL1",7
"GO:0070234","GO:0070234","positive regulation of T cell apoptotic process","7/1610","16/18860",0.4375,5.125,5.04283914053635,0.00018691426109859,0.00276124924466177,0.00212390104884761,"TGFB2/BBC3/TP53/ADAM8/LGALS9/PDCD1/CCL5",7
"GO:1990169","GO:1990169","stress response to copper ion","7/1610","16/18860",0.4375,5.125,5.04283914053635,0.00018691426109859,0.00276124924466177,0.00212390104884761,"MT1G/MT1E/MT1X/MT1H/MT1A/MT1M/MT1HL1",7
