"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032496","GO:0032496","response to lipopolysaccharide","64/1610","350/18860",0.182857142857143,2.14204081632653,6.58855471875495,4.15854213112987e-09,2.70257982362861e-07,2.07877363229566e-07,"MPO/CX3CL1/TBXA2R/BTK/LTF/SLC11A1/TNFRSF1B/SPI1/SCARB1/NFKB2/TREM2/CSF2RB/CTSG/PABPN1/NFKBIA/HCK/GATA1/PYCARD/LILRB1/HDAC5/IL10RA/CYP27B1/LY86/CD86/GJB6/NR4A1/IL1B/NR1D1/ZFP36/LILRB2/EPHB2/CD180/IRAK2/HAVCR2/IRF8/GNRH1/LCN2/NOTCH1/CD96/GBP5/SPON2/PTGIR/CCR5/SCIMP/PPBP/NOS3/C2/NOD2/AXL/CX3CR1/LGALS9/PTAFR/FOS/CD14/THBD/CNR2/LITAF/ARID5A/ELANE/LTA/TNF/LILRA2/LYN/TIFAB",64
"GO:0150076","GO:0150076","neuroinflammatory response","27/1610","91/18860",0.296703296703297,3.4756671899529,7.23219468623063,5.06634014202836e-09,3.25555048002924e-07,2.50410827362939e-07,"CX3CL1/TYROBP/TNFRSF1B/CST7/PTPRC/TREM2/IFNG/IL1B/NR1D1/LDLR/SYT11/DAGLA/CALHM2/ITGB2/CCR1/CX3CR1/ITGAM/C1QA/TLR1/TLR6/SPHK1/TAFA3/MIR26A1/TNF/LYN/CCL5/CCL3",27
"GO:0002819","GO:0002819","regulation of adaptive immune response","47/1610","224/18860",0.209821428571429,2.45790816326531,6.7058764020163,5.85497604563873e-09,3.72051200055643e-07,2.86174794090342e-07,"BTK/WAS/SLC11A1/TNFRSF1B/PTPRC/TREM2/IL12RB1/TNFSF13B/PYCARD/FCER2/IL4I1/LILRB1/IL27RA/TGFB1/JAK3/GATA3/CD69/IFNG/CR2/ADCY7/CCR2/SASH3/NCKAP1L/IRF1/IL1B/C3/ULBP3/EPHB2/HAVCR2/HLX/SECTM1/XCL1/FCGR1A/CD1D/CD1C/FCER1G/LGALS9/CD7/FUT7/IRF7/LILRB4/PDCD1/ADA/ARID5A/SPN/LTA/TNF",47
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","28/1610","98/18860",0.285714285714286,3.3469387755102,7.11627874243161,6.74305910891398e-09,4.23775330152517e-07,3.25960023321591e-07,"CX3CL1/SPI1/TREM2/CORO1A/PYCARD/TGFB1/MDK/NEDD9/ITGA4/CCR2/TNFSF14/XCL1/PLA2G7/ADAM8/MMP14/CCR1/CX3CR1/LGALS9/C3AR1/CMKLR1/CSF1R/CSF1/SPN/TNF/ITGB3/CCL5/CCL4/CCL3",28
"GO:0043303","GO:0043303","mast cell degranulation","20/1610","54/18860",0.37037037037037,4.33862433862434,7.50574728209873,7.11044973989294e-09,4.42007196330954e-07,3.39983632299915e-07,"FGR/BTK/CD84/LAT2/UNC13D/CHGA/GATA1/PIK3CG/NR4A3/ADGRE2/RAC2/KIT/FCER1G/CD300A/LGALS9/PIK3CD/GATA2/FES/LYN/MILR1",20
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","44/1610","204/18860",0.215686274509804,2.5266106442577,6.6974861148221,7.39352839122365e-09,4.54662245907614e-07,3.49717658708813e-07,"BTK/WAS/TNFRSF1B/PTPRC/TREM2/IL12RB1/FCER2/IL4I1/LILRB1/IL27RA/TGFB1/GATA3/IFNG/CR2/CCR2/SASH3/NCKAP1L/IL1B/C3/ULBP3/HAVCR2/SECTM1/VAV1/XCL1/FCGR1A/CD96/CD1D/CD1C/FCER1G/INPP5D/LGALS9/RASGRP4/CD7/FUT7/TIGIT/SH2D1A/LILRB4/PDCD1/ARID5A/SPN/SH2D1B/NCR3/LTA/TNF",44
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","31/1610","117/18860",0.264957264957265,3.1037851037851,6.97352677196864,7.87384145015397e-09,4.79047864398197e-07,3.68474618367228e-07,"FGR/ITGAL/ITGA2B/TYROBP/BCAR1/FYB1/COL16A1/HCK/TIMP1/NEDD9/ITGA4/FN1/PLEK/PLAU/PRAM1/SEMA7A/ITGAX/VAV1/ADAM15/FERMT3/ADAMTS1/FCER1G/ZYX/ITGB2/ITGA5/ILK/ITGAM/FYB2/FLNA/MPIG6B/ITGB3",31
"GO:0032635","GO:0032635","interleukin-6 production","40/1610","177/18860",0.225988700564972,2.64729620661824,6.72686548293805,8.78799862569829e-09,5.23526709795506e-07,4.02686910710451e-07,"CX3CL1/BTK/TYROBP/POU2F2/MAVS/TREM2/ELF4/PYCARD/CSK/IL27RA/TGFB1/IFNG/NCKAP1L/IL1B/LILRB2/SYT11/HAVCR2/NLRP12/FCER1G/SPON2/SIGLEC16/SCIMP/LAPTM5/NOD2/NLRC3/INPP5D/LGALS9/IL16/TLR1/TLR6/LPL/LILRB4/LILRA5/TLR7/ARID5A/MIR26A1/MIR101-1/TNF/LILRA2/RAB7B",40
"GO:0032675","GO:0032675","regulation of interleukin-6 production","40/1610","177/18860",0.225988700564972,2.64729620661824,6.72686548293805,8.78799862569829e-09,5.23526709795506e-07,4.02686910710451e-07,"CX3CL1/BTK/TYROBP/POU2F2/MAVS/TREM2/ELF4/PYCARD/CSK/IL27RA/TGFB1/IFNG/NCKAP1L/IL1B/LILRB2/SYT11/HAVCR2/NLRP12/FCER1G/SPON2/SIGLEC16/SCIMP/LAPTM5/NOD2/NLRC3/INPP5D/LGALS9/IL16/TLR1/TLR6/LPL/LILRB4/LILRA5/TLR7/ARID5A/MIR26A1/MIR101-1/TNF/LILRA2/RAB7B",40
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","32/1610","124/18860",0.258064516129032,3.02304147465438,6.90486049674517,9.1451154895337e-09,5.39184695717972e-07,4.14730739346298e-07,"RUNX3/PTPRC/IL12RB1/LILRB1/RASAL3/EBI3/JAK3/GATA3/CD69/IFNG/CD86/CBLB/ZAP70/CCR2/SASH3/NCKAP1L/IRF1/HLX/IRF4/GPR65/XCL1/IL2RG/SLC4A2/CD300A/LGALS9/LGALS9C/ZNF683/KLHL25/LILRB4/ADA/CARD11/CD3E",32
"GO:0042100","GO:0042100","B cell proliferation","27/1610","94/18860",0.287234042553192,3.36474164133739,7.02165502037033,1.10175024137694e-08,6.42949962289258e-07,4.94545033159424e-07,"CD38/BTK/TYROBP/PTPRC/BAX/NFATC2/TNFSF13B/CD79A/CR2/SASH3/NCKAP1L/CD70/EPHB2/CD180/VAV1/TNFRSF21/MS4A1/CHRNB2/IKZF3/CD300A/INPP5D/MZB1/CD19/TNFRSF4/ADA/CARD11/LYN",27
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","30/1610","113/18860",0.265486725663717,3.10998735777497,6.87275565426518,1.29990725428906e-08,7.50926220937286e-07,5.77598342974373e-07,"BTK/TYROBP/PTPRC/MAVS/OAS1/PYCARD/TGFB1/IFNG/CD2/CCR2/SASH3/FRMD8/EPHB2/HAVCR2/FCGR2A/FCGR1A/FCER1G/SPON2/CYBB/NOD2/LGALS9/CD14/TLR1/LPL/LILRA5/ARID5A/SPN/FCGR3A/LILRA2/CCL3",30
"GO:0038093","GO:0038093","Fc receptor signaling pathway","21/1610","61/18860",0.344262295081967,4.0327868852459,7.24798282450502,1.3698773852693e-08,7.83432876635511e-07,6.02601851898989e-07,"FGR/BTK/HCK/FCER2/CD33/LIMK1/IFNG/NR4A3/MYO1G/VAV1/FCGR2A/FCGR1A/KIT/FCER1G/FCMR/LCK/PLA2G6/CD247/FCGR3A/LILRA4/LYN",21
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","27/1610","95/18860",0.284210526315789,3.32932330827068,6.95336471301795,1.41518883279443e-08,8.01333161856568e-07,6.16370415033655e-07,"BTK/TYROBP/CD37/IL4I1/LILRB1/TGFB1/CD86/CBLB/LILRB2/HAVCR2/LRRC32/XCL1/TNFRSF21/GNRH1/DLG5/VSIG4/LAPTM5/SLC4A2/CD300A/INPP5D/LGALS9/LGALS9C/BTLA/LILRB4/SPN/LST1/LYN",27
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","18/1610","46/18860",0.391304347826087,4.58385093167702,7.43474370216676,1.45801339617513e-08,8.09551321623843e-07,6.22691669148276e-07,"FGR/CD84/SPI1/UNC13D/GATA1/CCR2/NCKAP1L/ADGRE2/RAC2/PRAM1/FCER1G/ITGB2/CD300A/LGALS9/ITGAM/GATA2/FES/LYN",18
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","18/1610","46/18860",0.391304347826087,4.58385093167702,7.43474370216676,1.45801339617513e-08,8.09551321623843e-07,6.22691669148276e-07,"CX3CL1/TNFRSF1B/CST7/PTPRC/TREM2/IL1B/NR1D1/LDLR/SYT11/DAGLA/CALHM2/CCR1/SPHK1/TAFA3/MIR26A1/TNF/CCL5/CCL3",18
"GO:0071621","GO:0071621","granulocyte chemotaxis","31/1610","121/18860",0.256198347107438,3.00118063754427,6.74657713857278,1.86879314389648e-08,1.02765653749461e-06,7.90454104083338e-07,"CX3CL1/CCL26/TGFB2/CCL22/PIK3CG/CCL24/CCL8/MDK/CSF3R/NCKAP1L/PREX1/IL1B/ADGRE2/RAC2/VAV1/XCL1/FCER1G/ITGB2/JAML/S100A12/PPBP/PIK3CD/C3AR1/SAA1/CMKLR1/CSF1R/CSF1/CCL5/CCL4/CCL4L1/CCL3",31
"GO:0002279","GO:0002279","mast cell activation involved in immune response","20/1610","57/18860",0.350877192982456,4.11027568922306,7.18456468437676,2.0858551783581e-08,1.13397076832461e-06,8.72229013321902e-07,"FGR/BTK/CD84/LAT2/UNC13D/CHGA/GATA1/PIK3CG/NR4A3/ADGRE2/RAC2/KIT/FCER1G/CD300A/LGALS9/PIK3CD/GATA2/FES/LYN/MILR1",20
"GO:0001818","GO:0001818","negative regulation of cytokine production","69/1610","405/18860",0.17037037037037,1.9957671957672,6.18879390460287,2.10178180525282e-08,1.13397076832461e-06,8.72229013321902e-07,"CX3CL1/BTK/TYROBP/LTF/SLC11A1/HOMER3/HDAC7/CD84/PTPRC/WNT11/SIGLEC1/OAS1/TGFB2/TREM2/NFKBIA/RNF125/ELF4/MEFV/PYCARD/CSK/RELB/LILRB1/IL27RA/TGFB1/CD33/JAK3/GATA3/IFNG/FN1/IL1R2/TIA1/ERRFI1/ADCY7/NCKAP1L/ZFP36/BST2/SYT11/EPHB2/HAVCR2/LRRC32/GATA6/NLRP12/EPHA2/XCL1/TNFRSF21/CD96/VSIG4/LAPTM5/CCR1/KLF15/AXL/NLRC3/CX3CR1/INPP5D/LGALS9/LGALS9C/TLR6/CMKLR1/ZNF683/TIGIT/LILRB4/LILRA5/ELANE/DLL1/MIR26A1/MIR101-1/LGR4/TNF/LILRA4",69
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","36/1610","155/18860",0.232258064516129,2.72073732718894,6.57172363005361,2.26452201269935e-08,1.19918083897127e-06,9.22387374690262e-07,"CD38/BTK/PTPRC/CD209/IL12RB1/NFATC2/TNFSF13B/CORO1A/PYCARD/CD276/RASAL3/EBI3/CD86/ZAP70/CCR2/SASH3/NCKAP1L/IL1B/TNFSF9/CD70/LILRB2/EPHB2/HAVCR2/XCL1/CD1D/CHRNB2/CCDC88B/LGALS9/CSF1/TNFRSF4/ADA/SPN/CARD11/CD3E/FCGR3A/CCL5",36
"GO:0048771","GO:0048771","tissue remodeling","42/1610","197/18860",0.213197969543147,2.49746192893401,6.45469749413538,2.29887199818618e-08,1.19918083897127e-06,9.22387374690262e-07,"CD38/PDK4/BAK1/TIE1/BAX/MMP2/TGFB2/RASSF2/TIMP1/CSK/TGFB1/RAB3D/MDK/HRG/IGFBP5/TNFSF11/CCR2/PLG/DBH/RAC2/LIF/DLL4/TP53/EPHA2/DOCK5/ADAM8/UBASH3B/MMP14/NOS3/SLC4A2/CTHRC1/YPEL4/AXL/INPP5D/ADRB2/BBLN/BGN/CSF1R/SIGLEC15/LGR4/ITGB3/GJA5",42
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","27/1610","97/18860",0.278350515463918,3.26067746686303,6.81947673259785,2.30652023582514e-08,1.19918083897127e-06,9.22387374690262e-07,"BTK/TYROBP/CD37/IL4I1/LILRB1/TGFB1/CD86/CBLB/LILRB2/HAVCR2/LRRC32/XCL1/TNFRSF21/GNRH1/DLG5/VSIG4/LAPTM5/SLC4A2/CD300A/INPP5D/LGALS9/LGALS9C/BTLA/LILRB4/SPN/LST1/LYN",27
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","27/1610","97/18860",0.278350515463918,3.26067746686303,6.81947673259785,2.30652023582514e-08,1.19918083897127e-06,9.22387374690262e-07,"BTK/BAX/TGFB2/LILRB1/PRKD2/BBC3/JAK3/NR4A3/CD27/TP53/ADAM8/TSC22D3/FCER1G/CD3G/CCR5/NOD2/AXL/LGALS9/PIK3CD/AURKB/HCLS1/IRF7/PDCD1/HSH2D/ADA/LYN/CCL5",27
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","46/1610","227/18860",0.202643171806167,2.37382001258653,6.36178655103056,2.62594793449104e-08,1.35295461597786e-06,1.04066727531893e-06,"CYP26B1/BTK/RUNX3/SPI1/PTPRC/IL12RB1/IL4I1/TGFB1/JAK3/GATA3/MDK/CD69/IFNG/CD86/ZAP70/CD2/CCR2/SASH3/NCKAP1L/PCK1/SOX4/IRF1/TNFSF9/LILRB2/DTX1/HLX/IRF4/CD27/GPR65/IL2RG/ADAM8/MMP14/IKZF3/SLC4A2/AXL/INPP5D/LGALS9/ZNF683/LCK/KLHL25/LILRB4/FANCA/ADA/CARD11/HLA-DOA/NFAM1",46
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","16/1610","38/18860",0.421052631578947,4.93233082706767,7.41287505744425,2.67701957131775e-08,1.3657374437935e-06,1.05049958634893e-06,"FGR/HCK/FCER2/CD33/LIMK1/IFNG/MYO1G/VAV1/FCGR2A/FCGR1A/FCER1G/LCK/PLA2G6/CD247/FCGR3A/LYN",16
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","77/1610","474/18860",0.162447257383966,1.90295358649789,6.08259203416775,2.69851951650053e-08,1.3657374437935e-06,1.05049958634893e-06,"CX3CL1/TENM1/MARCO/CD44/CDON/ABCA7/SPI1/NDST1/MYDGF/PTPRC/ICAM1/TGFB2/IL11/TREM2/RASSF2/NECAB2/PYCARD/MAP4K1/PRKD2/TGFB1/PIK3CG/ACTA2/DKK1/ZAP70/GADD45A/TNFSF11/GLIPR2/IL1B/BMP2/LIF/GADD45G/KL/PDGFRA/HAVCR2/HTR2B/SPRY2/SEMA7A/EGF/CD27/PIK3R5/NOTCH1/ADAM8/WNT7A/KIT/SHC1/SCIMP/LAPTM5/S100A12/ADORA1/RYK/CCR1/MST1R/JCAD/NOD2/IGFBP6/MAP4K2/SEMA4C/LGALS9/ADRB2/GPR37/TLR6/SPHK1/ERBB4/GPBAR1/CSF1R/LCK/PDE6G/LILRA5/ADRB3/ALKAL2/MAP3K5/ELANE/CD3E/TNF/LYN/ITGB3/CCL3",77
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","47/1610","235/18860",0.2,2.34285714285714,6.3283912673947,2.85007630508332e-08,1.4297882797168e-06,1.09976628614434e-06,"ITGAL/TYROBP/SLC11A1/SPI1/APBB1IP/PTPRC/ICAM1/UNC13D/TREM2/IL12RB1/MFNG/CORO1A/RELB/LILRB1/IL27RA/TGFB1/NKG7/JAK3/GATA3/MDK/CD69/IFNG/CD86/CD244/LY9/NCKAP1L/PCK1/CD180/HAVCR2/LCP1/HLX/IRF4/SEMA6D/GPR65/IRF8/TP53/CD1C/FCER1G/EOMES/ICOS/LGALS9/ZNF683/CD19/ADA/SPN/DLL1/FCGR3A",47
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","36/1610","157/18860",0.229299363057325,2.68607825295723,6.48111361444562,3.22601603764999e-08,1.60431180168002e-06,1.23400650080909e-06,"TYROBP/SLAMF7/SPI1/PTPRC/ICAM1/UNC13D/IL12RB1/CTSG/GZMB/CORO1A/LILRB1/TGFB1/NKG7/CD2/NCKAP1L/HCST/ULBP3/HAVCR2/VAV1/XCL1/FCGR2A/FCGR1A/CD1D/CD1C/CX3CR1/INPP5D/LGALS9/ITGAM/PRF1/TIGIT/SH2D1A/GZMM/ELANE/FCGR3A/NCR3/IGHG1",36
"GO:0002440","GO:0002440","production of molecular mediator of immune response","47/1610","236/18860",0.199152542372881,2.33292978208232,6.29512720415064,3.26962729174098e-08,1.61198262771265e-06,1.23990675609669e-06,"BTK/TNFRSF1B/PTPRC/MAVS/TGFB2/SAMHD1/PYCARD/CD37/LILRB1/IL27RA/TGFB1/JAK3/GATA3/IFNG/CD86/NR4A3/CCR2/SASH3/CD244/IL1B/FFAR2/BST2/EPHB2/SEMA7A/SECTM1/XCL1/IL2RG/CD96/HK1/KIT/FCER1G/SPON2/SCIMP/LAPTM5/CGAS/GPRC5B/NOD2/AXL/MZB1/CD7/LILRB4/TNFRSF4/LITAF/TLR7/ARID5A/ELANE/TNF",47
"GO:0010720","GO:0010720","positive regulation of cell development","74/1610","451/18860",0.164079822616408,1.92207792207792,6.05506088167393,3.30187847896888e-08,1.61396948899342e-06,1.24143501247062e-06,"CX3CL1/TNFRSF12A/CDKL3/BTK/TYROBP/RUNX3/TNFRSF1B/CDON/SPI1/WDR62/PTPRC/TESC/TREM2/IL12RB1/IL4I1/TGFB1/PTPRZ1/LIMK1/GATA3/NEURL1/MDK/IFNG/NEDD9/CD86/ZAP70/FN1/BCL11A/TNFSF11/SASH3/NCKAP1L/PCK1/SOX4/MYRF/IL1B/TNFSF9/BMP2/LIF/RNF112/LILRB2/SERPINF1/EPHB2/CD101/HLX/SEMA7A/CD27/GPR65/IL2RG/NOTCH1/ADAM8/MMP14/KIT/CCR1/AXL/CX3CR1/INPP5D/LGALS9/FOS/ID4/CDH4/CDH5/HCLS1/FES/LCK/KLHL25/CSF1/LILRB4/TRPV2/ADA/L1CAM/TGM2/LTA/TNF/LYN/S1PR2",74
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","28/1610","105/18860",0.266666666666667,3.12380952380952,6.66698376922909,3.54311993435919e-08,1.71721211055934e-06,1.32084729756352e-06,"BTK/TYROBP/CD37/IL4I1/LILRB1/TGFB1/CCL8/CD86/CBLB/LILRB2/HAVCR2/LRRC32/XCL1/TNFRSF21/GNRH1/DLG5/VSIG4/LAPTM5/SLC4A2/CD300A/INPP5D/LGALS9/LGALS9C/BTLA/LILRB4/SPN/LST1/LYN",28
"GO:0061515","GO:0061515","myeloid cell development","27/1610","100/18860",0.27,3.16285714285714,6.625049640061,4.66134173009757e-08,2.24018599617042e-06,1.72310898629613e-06,"TYROBP/LTF/P2RX5/HBQ1/GATA1/LILRB1/SH2B3/TNFSF11/NCKAP1L/RAC2/KIT/ALAS2/TAL1/TRIM58/EPB42/GP9/GP5/GP1BA/HBA2/FLNA/SIGLEC15/L3MBTL3/MPIG6B/HBA1/HBM/HBD/HBB",27
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","34/1610","146/18860",0.232876712328767,2.7279843444227,6.40340008356358,5.14819237008101e-08,2.43326546813994e-06,1.87162208913167e-06,"BTK/PTPRC/MAVS/PYCARD/CD37/LILRB1/TGFB1/GATA3/IFNG/CD86/NR4A3/SASH3/CD244/IL1B/FFAR2/EPHB2/SEMA7A/SECTM1/XCL1/IL2RG/HK1/KIT/FCER1G/SPON2/SCIMP/LAPTM5/GPRC5B/NOD2/MZB1/CD7/TNFRSF4/TLR7/ARID5A/TNF",34
"GO:0050868","GO:0050868","negative regulation of T cell activation","34/1610","146/18860",0.232876712328767,2.7279843444227,6.40340008356358,5.14819237008101e-08,2.43326546813994e-06,1.87162208913167e-06,"RUNX3/CTSG/CSK/CD37/IL4I1/LILRB1/TGFB1/JAK3/MDK/CD69/CD86/CBLB/IRF1/LILRB2/HAVCR2/DTX1/HLX/LRRC32/XCL1/TNFRSF21/GNRH1/DLG5/VSIG4/LAPTM5/TNFAIP8L2/SLC4A2/CD300A/LGALS9/LGALS9C/TIGIT/BTLA/LILRB4/PDCD1/SPN",34
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","35/1610","153/18860",0.228758169934641,2.6797385620915,6.37328079870548,5.31231913167787e-08,2.4902584519726e-06,1.91546002168092e-06,"CD38/BTK/PTPRC/CD209/IL12RB1/NFATC2/TNFSF13B/CORO1A/PYCARD/CD276/RASAL3/EBI3/CD86/ZAP70/CCR2/SASH3/NCKAP1L/IL1B/TNFSF9/CD70/LILRB2/EPHB2/HAVCR2/XCL1/CD1D/CHRNB2/CCDC88B/LGALS9/TNFRSF4/ADA/SPN/CARD11/CD3E/FCGR3A/CCL5",35
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","43/1610","210/18860",0.204761904761905,2.39863945578231,6.22663951539645,5.41637945174518e-08,2.51839626703501e-06,1.93710310045726e-06,"BTK/WAS/SLC11A1/TNFRSF1B/PTPRC/TREM2/IL12RB1/TNFSF13B/FCER2/IL4I1/LILRB1/IL27RA/TGFB1/JAK3/GATA3/CD69/IFNG/CR2/CCR2/SASH3/NCKAP1L/IL1B/C3/ULBP3/EPHB2/HAVCR2/HLX/SECTM1/XCL1/FCGR1A/CD1D/CD1C/FCER1G/LGALS9/CD7/FUT7/LILRB4/PDCD1/ADA/ARID5A/SPN/LTA/TNF",43
"GO:1901342","GO:1901342","regulation of vasculature development","64/1610","375/18860",0.170666666666667,1.9992380952381,5.97107612232697,6.36569658663003e-08,2.93592086926912e-06,2.25825518128412e-06,"HSPB6/CX3CL1/TNFRSF12A/TBXA2R/E2F2/STAB1/ALOX5/TIE1/MYDGF/APOH/TGFB2/PRKD2/TGFB1/PIK3CG/CCL24/ENG/MDK/HRG/GADD45A/ADGRB2/CCR2/IL1B/C3/SERPINF1/STARD13/APLNR/COL4A2/CEMIP2/GLUL/SPRY2/EMILIN1/ITGAX/GATA6/EPHA2/ECM1/SFRP2/ADM/HHEX/ADAMTS1/CREB3L1/HK2/ITGB2/SHC1/ITGA5/NOS3/CYBB/JCAD/CX3CR1/CLIC3/LRG1/PIK3CD/C3AR1/FUT1/SPHK1/GPR4/GATA2/CDH5/THBS2/CXCR3/DLL1/TGM2/MIR101-1/TNF/ITGB3",64
"GO:1903978","GO:1903978","regulation of microglial cell activation","11/1610","19/18860",0.578947368421053,6.78195488721805,7.70330765528211,6.73367807061475e-08,3.08079239086766e-06,2.36968763428202e-06,"CX3CL1/CST7/PTPRC/TREM2/NR1D1/LDLR/SYT11/CALHM2/SPHK1/TAFA3/CCL3",11
"GO:0030168","GO:0030168","platelet activation","33/1610","141/18860",0.234042553191489,2.74164133738602,6.34168515375433,7.09187857481388e-08,3.21892488645719e-06,2.4759365550666e-06,"CTSG/GATA1/COMP/PIK3CG/P2RX1/SH2B3/HRG/PLEK/PDGFRA/EMILIN1/VAV1/DGKZ/FERMT3/UBASH3B/FCER1G/TREML1/NOS3/ILK/AXL/GP9/SAA1/THBD/GP5/LCK/GP1BA/RASA3/BLOC1S3/FLNA/ADGRG1/MFSD2B/HBB/LYN/ITGB3",33
"GO:0097530","GO:0097530","granulocyte migration","34/1610","148/18860",0.22972972972973,2.69111969111969,6.30990496510854,7.34483298442073e-08,3.30748817621277e-06,2.54405777388266e-06,"CX3CL1/CCL26/TGFB2/CCL22/PIK3CG/CCL24/CCL8/MDK/CSF3R/NCKAP1L/PREX1/IL1B/ADGRE2/RAC2/VAV1/XCL1/ADAM8/FCER1G/ITGB2/JAML/S100A12/PPBP/CD300A/PIK3CD/C3AR1/SAA1/CMKLR1/FUT7/CSF1R/CSF1/CCL5/CCL4/CCL4L1/CCL3",34
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","31/1610","128/18860",0.2421875,2.83705357142857,6.37107107496352,7.6260162120928e-08,3.4072802122624e-06,2.62081593341577e-06,"FGR/SLC4A8/CD84/SPI1/UNC13D/GATA1/VPS18/RAB3D/STX1A/P2RX1/CCR2/NCKAP1L/ADGRE2/RAC2/SYT11/PRAM1/MICAL1/NOTCH1/WNT7A/FCER1G/ITGB2/CD300A/LGALS9/ITGAM/SYT12/GATA2/FES/SEPTIN5/HYAL3/LYN/DOC2B",31
"GO:0042116","GO:0042116","macrophage activation","29/1610","115/18860",0.252173913043478,2.95403726708075,6.42120830344463,7.75444124665071e-08,3.43780228601515e-06,2.64429293918836e-06,"CX3CL1/TYROBP/SLC11A1/FAM76B/CST7/PTPRC/TREM2/FCER2/IFNG/NR4A1/CD93/NR1D1/LDLR/SYT11/HAVCR2/DYSF/CALHM2/VSIG4/ITGB2/CX3CR1/ITGAM/C1QA/TLR1/TLR6/SPHK1/TAFA3/FCGR3A/TNF/CCL3",29
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","44/1610","220/18860",0.2,2.34285714285714,6.12062706754623,7.82349881266741e-08,3.44173766997268e-06,2.64731996260219e-06,"RUNX3/SPI1/FXYD5/PPM1F/CTSG/CSK/CD37/IL4I1/LILRB1/TGFB1/JAK3/MDK/CD69/SH2B3/CD86/CBLB/PLG/IRF1/BMP2/LILRB2/HAVCR2/DTX1/HLX/IL1RN/LRRC32/XCL1/TNFRSF21/GNRH1/NOTCH1/DLG5/UBASH3B/VSIG4/LAPTM5/TNFAIP8L2/SLC4A2/CD300A/LGALS9/LGALS9C/TIGIT/BTLA/NF2/LILRB4/PDCD1/SPN",44
"GO:0032609","GO:0032609","type II interferon production","30/1610","122/18860",0.245901639344262,2.88056206088993,6.36624996580181,8.55604812114669e-08,3.70697266703318e-06,2.8513337398941e-06,"SLC11A1/IL12RB1/PYCARD/CD276/LILRB1/IL27RA/EBI3/GATA3/PDE4D/CD2/CCR2/SASH3/CD244/IL1B/HAVCR2/IRF8/XCL1/CD96/LAPTM5/AXL/LGALS9/LGALS9C/CD14/ZNF683/LILRB4/TLR7/ARID5A/CD3E/LTA/TNF",30
"GO:0032649","GO:0032649","regulation of type II interferon production","30/1610","122/18860",0.245901639344262,2.88056206088993,6.36624996580181,8.55604812114669e-08,3.70697266703318e-06,2.8513337398941e-06,"SLC11A1/IL12RB1/PYCARD/CD276/LILRB1/IL27RA/EBI3/GATA3/PDE4D/CD2/CCR2/SASH3/CD244/IL1B/HAVCR2/IRF8/XCL1/CD96/LAPTM5/AXL/LGALS9/LGALS9C/CD14/ZNF683/LILRB4/TLR7/ARID5A/CD3E/LTA/TNF",30
"GO:0006887","GO:0006887","exocytosis","63/1610","370/18860",0.17027027027027,1.99459459459459,5.90277486928233,8.79374644019018e-08,3.78131096928178e-06,2.90851336553658e-06,"FGR/BTK/ANK1/SLC4A8/CD84/SPI1/LAT2/UNC13D/CHGA/SNPH/HCK/GATA1/CDK16/CORO1A/VPS18/NKG7/RAB3D/PIK3CG/STX1A/P2RX1/CCL8/IFNG/PLEK/NR4A3/CCR2/NCKAP1L/ADGRE2/RAC2/SYT11/PRAM1/MICAL1/MYO1G/CLTRN/NOTCH1/WNT7A/KIT/FCER1G/SV2A/ITGB2/CCR1/CD300A/LGALS9/CPLX1/RAB3B/ITGAM/PIK3CD/RAB37/SYT12/PPFIA3/APOLD1/GATA2/SEPTIN1/FES/SEPTIN5/HYAL3/S100A10/FCGR3A/LYN/CCL5/MILR1/DOC2B/CCL3/EXOC3L2",63
