"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000059122",1304.52211634656,1.0744633775857,0.218836786163568,4.90988465158047,9.11299809373018e-07,2.27570297705905e-05
"ENSG00000060558",46.1265402451422,2.20132648573709,0.55015184259774,4.00130712158071,6.29935320525536e-05,0.000828283846042563
"ENSG00000060982",242.095590314122,1.96600004586323,0.597741707070873,3.28904612578778,0.00100527547495469,0.00791255203973457
"ENSG00000061273",1621.79164756437,1.30430508200159,0.137432983565624,9.49048072858574,2.2997123229667e-21,1.30780458511984e-18
"ENSG00000061337",213.890675497178,1.87408843033873,0.414616216117828,4.52005579493817,6.18233356007877e-06,0.000113607618211499
"ENSG00000062524",223.658076921245,1.1013577328115,0.396261739220363,2.77936935061761,0.00544645578271695,0.0293053984326241
"ENSG00000064195",53.2599705835202,2.27138952165688,0.485576634888209,4.67771585051618,2.90088146844581e-06,6.02872558998762e-05
"ENSG00000064309",310.693718387061,1.18643722175728,0.316329621198947,3.75063586287134,0.000176386699608752,0.00192227700244346
"ENSG00000064666",6090.68504607004,1.31540853254058,0.132905377335154,9.89733116082618,4.27531737639015e-23,3.56589971306781e-20
"ENSG00000064687",155.101713378985,1.31955859796731,0.388068075200711,3.40032762881827,0.000673051559889693,0.00574977676051891
"ENSG00000065413",132.486229015764,-1.31099102745423,0.247851455432899,-5.28942234841609,1.22703260740226e-07,4.00819972616442e-06
"ENSG00000065911",806.816320347652,-1.33971340927129,0.184832573178267,-7.24825384527417,4.22178833973669e-13,5.4734501469892e-11
"ENSG00000066056",2989.43000286469,1.41132764858718,0.283372339474713,4.98047075167377,6.34297888779264e-07,1.65721499237224e-05
"ENSG00000066294",118.686392762003,1.51168965138628,0.570146895839739,2.65140380911799,0.0080157941963518,0.0387513167218091
"ENSG00000066336",214.2977485503,2.61416902660725,0.393506973166213,6.64325972567469,3.06820472160222e-11,2.63823431422443e-09
"ENSG00000066735",32.699368839255,1.48327487304416,0.367050195608596,4.04106819936381,5.32082804063412e-05,0.000723574778438842
"ENSG00000067221",788.574026278366,1.01025445720854,0.150575567754939,6.70928539251944,1.95579824864855e-11,1.77311535426392e-09
"ENSG00000068489",115.383193727239,1.5497304969885,0.353573147453588,4.38305484494385,1.17026636445189e-05,0.000197720492716511
